participant	content	token	lemma	tagged_token	tagged_lemma	file
cgv	you have that yogurt dressing remember	['you', 'have', 'that', 'your', 'dressing', 'remember']	['you', 'have', 'that', 'your', 'dressing', 'remember']	[('you', 'PRP'), ('have', 'VBP'), ('that', 'DT'), ('your', 'PRP$'), ('dressing', 'NN'), ('remember', 'VB')]	[('you', 'PRP'), ('have', 'VBP'), ('that', 'DT'), ('your', 'PRP$'), ('dressing', 'NN'), ('remember', 'VB')]	time202-cond1.txt
kid	i don't want none yogurt dressing	['i', 'do', 'not', 'want', 'none', 'your', 'dressing']	['i', 'do', 'not', 'want', 'none', 'your', 'dressing']	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('want', 'VB'), ('none', 'NN'), ('your', 'PRP$'), ('dressing', 'NN')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('want', 'VB'), ('none', 'NN'), ('your', 'PRP$'), ('dressing', 'NN')]	time202-cond1.txt
cgv	you don't want any	['you', 'do', 'not', 'want', 'any']	['you', 'do', 'not', 'want', 'any']	[('you', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('want', 'VB'), ('any', 'DT')]	[('you', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('want', 'VB'), ('any', 'DT')]	time202-cond1.txt
kid	i want that orange kind but it's not yogurt dressing yeah are you gon ta have yogurt dressing i'll get it i got it awoh i didn't stop in time i got so much on	['i', 'want', 'that', 'orange', 'kind', 'but', 'it', 'is', 'not', 'your', 'dressing', 'yeah', 'are', 'you', 'on', 'ta', 'have', 'your', 'dressing', 'i', 'will', 'get', 'it', 'i', 'got', 'it', 'who', 'i', 'did', 'not', 'stop', 'in', 'time', 'i', 'got', 'so', 'much', 'on']	['i', 'want', 'that', 'orange', 'kind', 'but', 'it', 'be', 'not', 'your', 'dress', 'yeah', 'be', 'you', 'on', 'ta', 'have', 'your', 'dressing', 'i', 'will', 'get', 'it', 'i', 'get', 'it', 'who', 'i', 'do', 'not', 'stop', 'in', 'time', 'i', 'get', 'so', 'much', 'on']	[('i', 'NN'), ('want', 'VBP'), ('that', 'IN'), ('orange', 'NN'), ('kind', 'NN'), ('but', 'CC'), ('it', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('your', 'PRP$'), ('dressing', 'VBG'), ('yeah', 'NNS'), ('are', 'VBP'), ('you', 'PRP'), ('on', 'IN'), ('ta', 'NNS'), ('have', 'VBP'), ('your', 'PRP$'), ('dressing', 'NN'), ('i', 'NN'), ('will', 'MD'), ('get', 'VB'), ('it', 'PRP'), ('i', 'JJ'), ('got', 'VBD'), ('it', 'PRP'), ('who', 'WP'), ('i', 'VBP'), ('did', 'VBD'), ('not', 'RB'), ('stop', 'VB'), ('in', 'IN'), ('time', 'NN'), ('i', 'NN'), ('got', 'VBD'), ('so', 'RB'), ('much', 'JJ'), ('on', 'IN')]	[('i', 'NN'), ('want', 'VBP'), ('that', 'IN'), ('orange', 'NN'), ('kind', 'NN'), ('but', 'CC'), ('it', 'PRP'), ('be', 'VB'), ('not', 'RB'), ('your', 'PRP$'), ('dress', 'NN'), ('yeah', 'RB'), ('be', 'VB'), ('you', 'PRP'), ('on', 'IN'), ('ta', 'NNS'), ('have', 'VBP'), ('your', 'PRP$'), ('dressing', 'NN'), ('i', 'NN'), ('will', 'MD'), ('get', 'VB'), ('it', 'PRP'), ('i', 'JJ'), ('get', 'VBP'), ('it', 'PRP'), ('who', 'WP'), ('i', 'VBZ'), ('do', 'VBP'), ('not', 'RB'), ('stop', 'VB'), ('in', 'IN'), ('time', 'NN'), ('i', 'JJ'), ('get', 'VBP'), ('so', 'RB'), ('much', 'RB'), ('on', 'IN')]	time202-cond1.txt
cgv	you got quite a bit on the table even	['you', 'got', 'quite', 'a', 'bit', 'on', 'the', 'table', 'even']	['you', 'get', 'quite', 'a', 'bit', 'on', 'the', 'table', 'even']	[('you', 'PRP'), ('got', 'VBD'), ('quite', 'RB'), ('a', 'DT'), ('bit', 'NN'), ('on', 'IN'), ('the', 'DT'), ('table', 'NN'), ('even', 'RB')]	[('you', 'PRP'), ('get', 'VBP'), ('quite', 'RB'), ('a', 'DT'), ('bit', 'NN'), ('on', 'IN'), ('the', 'DT'), ('table', 'NN'), ('even', 'RB')]	time202-cond1.txt
kid	it was a accident i put it straight in i said   i put it straight in	['it', 'was', 'a', 'accident', 'i', 'put', 'it', 'straight', 'in', 'i', 'said', 'i', 'put', 'it', 'straight', 'in']	['it', 'be', 'a', 'accident', 'i', 'put', 'it', 'straight', 'in', 'i', 'say', 'i', 'put', 'it', 'straight', 'in']	[('it', 'PRP'), ('was', 'VBD'), ('a', 'DT'), ('accident', 'NN'), ('i', 'NN'), ('put', 'VBD'), ('it', 'PRP'), ('straight', 'VBD'), ('in', 'IN'), ('i', 'NN'), ('said', 'VBD'), ('i', 'NN'), ('put', 'VBD'), ('it', 'PRP'), ('straight', 'VBD'), ('in', 'IN')]	[('it', 'PRP'), ('be', 'VB'), ('a', 'DT'), ('accident', 'NN'), ('i', 'NN'), ('put', 'VBD'), ('it', 'PRP'), ('straight', 'VBD'), ('in', 'IN'), ('i', 'JJ'), ('say', 'VBP'), ('i', 'NN'), ('put', 'VBD'), ('it', 'PRP'), ('straight', 'VBD'), ('in', 'IN')]	time202-cond1.txt
cgv	well how did it get on the table if you put it straight in	['well', 'how', 'did', 'it', 'get', 'on', 'the', 'table', 'if', 'you', 'put', 'it', 'straight', 'in']	['well', 'how', 'do', 'it', 'get', 'on', 'the', 'table', 'if', 'you', 'put', 'it', 'straight', 'in']	[('well', 'RB'), ('how', 'WRB'), ('did', 'VBD'), ('it', 'PRP'), ('get', 'VB'), ('on', 'IN'), ('the', 'DT'), ('table', 'NN'), ('if', 'IN'), ('you', 'PRP'), ('put', 'VBP'), ('it', 'PRP'), ('straight', 'VBD'), ('in', 'IN')]	[('well', 'RB'), ('how', 'WRB'), ('do', 'VB'), ('it', 'PRP'), ('get', 'VB'), ('on', 'IN'), ('the', 'DT'), ('table', 'NN'), ('if', 'IN'), ('you', 'PRP'), ('put', 'VBP'), ('it', 'PRP'), ('straight', 'VBD'), ('in', 'IN')]	time202-cond1.txt
kid	i don't know	['i', 'do', 'not', 'know']	['i', 'do', 'not', 'know']	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB')]	time202-cond1.txt
cgv	 i'll use some of abe's	"['i', 'will', 'use', 'some', 'of', 'abe', ""'s""]"	"['i', 'will', 'use', 'some', 'of', 'abe', ""'s""]"	"[('i', 'NN'), ('will', 'MD'), ('use', 'VB'), ('some', 'DT'), ('of', 'IN'), ('abe', 'NN'), (""'s"", 'POS')]"	"[('i', 'NN'), ('will', 'MD'), ('use', 'VB'), ('some', 'DT'), ('of', 'IN'), ('abe', 'NN'), (""'s"", 'POS')]"	time202-cond1.txt
kid	why do you want that and dad's gon ta have yogurt dressing mom why do you want spaghetti you don't even have a plate mom you don't even have a plate	"['why', 'do', 'you', 'want', 'that', 'and', 'dad', ""'s"", 'on', 'ta', 'have', 'your', 'dressing', 'mon', 'why', 'do', 'you', 'want', 'spaghetti', 'you', 'do', 'not', 'even', 'have', 'a', 'plate', 'mon', 'you', 'do', 'not', 'even', 'have', 'a', 'plate']"	"['why', 'do', 'you', 'want', 'that', 'and', 'dad', ""'s"", 'on', 'ta', 'have', 'your', 'dress', 'mon', 'why', 'do', 'you', 'want', 'spaghetti', 'you', 'do', 'not', 'even', 'have', 'a', 'plate', 'mon', 'you', 'do', 'not', 'even', 'have', 'a', 'plate']"	"[('why', 'WRB'), ('do', 'VBP'), ('you', 'PRP'), ('want', 'VB'), ('that', 'DT'), ('and', 'CC'), ('dad', 'NN'), (""'s"", 'POS'), ('on', 'IN'), ('ta', 'NNS'), ('have', 'VBP'), ('your', 'PRP$'), ('dressing', 'VBG'), ('mon', 'JJ'), ('why', 'WRB'), ('do', 'VBP'), ('you', 'PRP'), ('want', 'VB'), ('spaghetti', 'NNS'), ('you', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('even', 'RB'), ('have', 'VBP'), ('a', 'DT'), ('plate', 'NN'), ('mon', 'NN'), ('you', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('even', 'RB'), ('have', 'VBP'), ('a', 'DT'), ('plate', 'NN')]"	"[('why', 'WRB'), ('do', 'VBP'), ('you', 'PRP'), ('want', 'VB'), ('that', 'DT'), ('and', 'CC'), ('dad', 'NN'), (""'s"", 'POS'), ('on', 'IN'), ('ta', 'NNS'), ('have', 'VBP'), ('your', 'PRP$'), ('dress', 'NN'), ('mon', 'NN'), ('why', 'WRB'), ('do', 'VBP'), ('you', 'PRP'), ('want', 'VB'), ('spaghetti', 'NNS'), ('you', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('even', 'RB'), ('have', 'VBP'), ('a', 'DT'), ('plate', 'NN'), ('mon', 'NN'), ('you', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('even', 'RB'), ('have', 'VBP'), ('a', 'DT'), ('plate', 'NN')]"	time202-cond1.txt
cgv	i have a bowl	['i', 'have', 'a', 'bowl']	['i', 'have', 'a', 'bowl']	[('i', 'NNS'), ('have', 'VBP'), ('a', 'DT'), ('bowl', 'NN')]	[('i', 'NNS'), ('have', 'VBP'), ('a', 'DT'), ('bowl', 'NN')]	time202-cond1.txt
